,0
808,-43.79999999999998
809,-42.39999999999999
810,-43.79999999999999
811,-2.1
812,-47.999999999999986
813,-36.79999999999999
814,-47.999999999999986
815,-43.79999999999999
816,-40.999999999999986
817,-42.89999999999999
818,-35.39999999999999
819,-47.999999999999986
820,-4.5
821,-2.5
822,-1.1
823,-35.4
824,-47.999999999999986
825,-38.19999999999999
826,-47.999999999999986
827,-31.199999999999996
828,-47.999999999999986
829,-1.1
830,-20.3
831,-36.79999999999999
832,-47.999999999999986
833,-47.999999999999986
834,-25.699999999999996
835,-2.5
836,-43.79999999999999
837,-45.19999999999999
838,-35.39999999999999
839,-28.499999999999996
840,-35.4
841,-32.599999999999994
842,-42.399999999999984
843,-47.999999999999986
844,-43.79999999999999
845,-8.299999999999999
846,-46.59999999999999
847,-32.599999999999994
848,-43.79999999999999
849,-3.5
850,-13.7
851,-38.199999999999996
852,-42.399999999999984
853,-1.1
854,-47.999999999999986
855,-25.9
856,-14.7
857,-46.59999999999999
858,-47.999999999999986
859,-36.79999999999999
860,-47.999999999999986
861,-36.29999999999999
862,-47.999999999999986
863,-42.39999999999999
864,-38.19999999999999
865,-47.999999999999986
866,-1.1
867,-21.3
868,-47.999999999999986
869,-45.19999999999998
870,-47.999999999999986
871,-13.3
872,-12.7
873,-13.1
874,-42.399999999999984
875,-29.799999999999997
876,-4.5
877,-45.19999999999999
878,-37.29999999999999
879,-24.3
880,-35.39999999999999
881,-45.19999999999999
882,-32.599999999999994
883,-39.599999999999994
884,-46.59999999999999
885,-3.5
886,-39.599999999999994
887,-47.999999999999986
888,-47.999999999999986
889,-3.5
890,-47.999999999999986
891,-45.19999999999999
892,-1.1
893,-42.39999999999999
894,-47.999999999999986
895,-14.1
896,-20.900000000000002
897,-39.59999999999999
898,-39.59999999999999
899,-47.999999999999986
900,-47.999999999999986
901,-5.5
902,-38.199999999999996
903,-47.999999999999986
904,-38.19999999999999
905,-2.1
906,-45.19999999999999
907,-40.999999999999986
908,-10.9
909,-38.19999999999999
910,-31.699999999999996
911,-38.19999999999999
912,-45.19999999999999
913,-47.999999999999986
914,-31.199999999999996
915,-47.999999999999986
916,-47.999999999999986
917,-3.5
918,-1.1
919,-40.999999999999986
920,-1.1
921,-47.999999999999986
922,-42.39999999999999
923,-26.099999999999998
924,-40.999999999999986
925,-47.999999999999986
926,-47.999999999999986
927,-46.59999999999999
928,-46.59999999999999
929,-46.59999999999999
930,-43.79999999999999
931,-43.79999999999998
932,-10.5
933,-47.999999999999986
934,-32.599999999999994
935,-2.5
936,-45.19999999999999
937,-47.999999999999986
938,-31.199999999999996
939,-40.999999999999986
940,-43.79999999999998
941,-31.199999999999996
942,-31.199999999999996
943,-46.59999999999999
944,-42.39999999999999
945,-46.59999999999999
946,-2.1
947,-3.5
948,-2.5
949,-6.5
950,-31.199999999999996
951,-3.5
952,-40.99999999999999
953,-43.79999999999998
954,-43.79999999999999
955,-47.999999999999986
956,-47.999999999999986
957,-45.19999999999998
958,-2.1
959,-39.49999999999999
960,-36.79999999999999
961,-39.59999999999999
962,-46.59999999999999
963,-40.999999999999986
964,-39.599999999999994
965,-12.700000000000001
966,-3.5
967,-47.999999999999986
968,-45.19999999999998
969,-40.99999999999999
970,-43.79999999999999
971,-33.99999999999999
972,-47.999999999999986
973,-33.99999999999999
974,-27.0
975,-47.999999999999986
976,-31.199999999999996
977,-40.999999999999986
978,-36.79999999999999
979,-47.999999999999986
980,-47.999999999999986
981,-33.99999999999999
982,-1.1
983,-40.999999999999986
984,-30.899999999999995
985,-47.999999999999986
986,-34.0
987,-5.5
988,-7.8999999999999995
989,-38.199999999999996
990,-46.59999999999999
991,-34.89999999999999
992,-38.69999999999999
993,-43.79999999999999
994,-45.19999999999999
995,-47.999999999999986
996,-31.199999999999996
997,-35.39999999999999
998,-47.999999999999986
999,-45.19999999999998
